id,ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,market_cap,phone_number,address,description,sic_code,sic_description,ticker_root,homepage_url,total_employees,list_date,branding,share_class_shares_outstanding,weighted_shares_outstanding,round_lot,updated,ticker_suffix,is_test
440,NORW,Global X MSCI Norway ETF,stocks,us,ARCX,ETF,1,usd,1432353.0,BBG000NV40T9,BBG001T5BNG4,,,,,,,NORW,,,,,1980000.0,,100.0,,,
441,THR,"THERMON GROUP HOLDINGS, INC.",stocks,us,XNYS,CS,1,usd,1489096.0,BBG001HNSYT2,BBG001V0BDC8,1009975755.6,(512) 690-0600,"{'address1': '7171 SOUTHWEST PARKWAY', 'address2': 'BUILDING 300, SUITE 200', 'city': 'AUSTIN', 'state': 'TX', 'postal_code': '78735'}","Thermon Group Holdings Inc is a United States-based company that provides engineered thermal solutions for process industries. The company's product portfolio comprises electric heat tracing cables, steam tracing components, tubing bundles, and instrument and control products, as well as complementary product lines. It also provides turnkey services and design and engineering services. The company's customers include large engineering, procurement, and construction companies; oil and gas companies; commercial subcontractors; electrical component distributors; and others. The company has a presence, with the United States, Canada, and Europe being its top three markets and contributing the majority of its sales.",3620.0,ELECTRICAL INDUSTRIAL APPARATUS,THR,https://www.thermon.com,1416.0,2011-05-05,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/dGhlcm1vbi5jb20/images/2024-06-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/dGhlcm1vbi5jb20/images/2024-06-01_icon.jpeg'}",33770000.0,33767160.0,100.0,,,
442,TUP,Tupperware Brands Corporation,stocks,us,XNYS,CS,1,usd,1008654.0,BBG000GQ1G25,BBG001S87804,,(407) 826-5050,"{'address1': '14901 S ORANGE BLOSSOM TRAIL', 'city': 'ORLANDO', 'state': 'FL', 'postal_code': '32837-6600'}",,3089.0,"PLASTICS PRODUCTS, NEC",TUP,,,,,46530000.0,,100.0,,,
443,BDJ,BlackRock Enhanced Equity Dividend Trust,stocks,us,XNYS,FUND,1,usd,1332283.0,BBG000BZQ7P8,BBG001SK5462,,,,,,,BDJ,,,,,186140000.0,,100.0,,,
444,SPSK,SP Funds Dow Jones Global Sukuk ETF,stocks,us,ARCX,ETF,1,usd,1387131.0,BBG00R3N44H5,BBG00R3N4573,,,,,,,SPSK,,,,,11600000.0,,100.0,,,
445,CCS,"CENTURY COMMUNITIES, INC.",stocks,us,XNYS,CS,1,usd,1576940.0,BBG006G412Q6,BBG006G413H4,2524185947.0,303.770.8300,"{'address1': '8390 E. CRESCENT PKWY., SUITE 650', 'city': 'GREENWOOD VILLAGE', 'state': 'CO', 'postal_code': '80111'}","Century Communities Inc is a construction company that focuses on the residential market. It has five homebuilding segments: West, Mountain, Texas, Southeast, and Century Complete. Its sixth reportable segment is financial services operations, which provides mortgage, title, and insurance services to homebuyers. It has acquired land for homebuilding operations with the primary intent to develop and construct single-family detached or attached homes for sale on the acquired land. The company sells homes through its own sales representatives and independent real estate brokers. It also advertises directly to potential homebuyers through the Internet, newspapers, and trade publications. The company generates the majority revenue from the Mountain segment.",1531.0,OPERATIVE BUILDERS,CCS,https://www.centurycommunities.com,1650.0,2014-06-18,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/Y2VudHVyeWNvbW11bml0aWVzLmNvbQ/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/Y2VudHVyeWNvbW11bml0aWVzLmNvbQ/images/2024-06-01_icon.jpeg'}",31790000.0,31790755.0,100.0,,,
446,RILYZ,"B. Riley Financial, Inc. 5.25% Senior Notes due 2028",stocks,us,XNAS,,1,usd,1464790.0,,,,818-884-3737,"{'address1': '11100 SANTA MONICA BLVD', 'address2': 'SUITE 800', 'city': 'LOS ANGELES', 'state': 'CA', 'postal_code': '90025'}",,6282.0,INVESTMENT ADVICE,RILY,,,,,16219999.0,,100.0,,Z,
447,ADPT,Adaptive Biotechnologies Corporation Common Stock,stocks,us,XNAS,CS,1,usd,1478320.0,BBG001J2PFF5,BBG001V0GG18,499578618.36,206-659-0067,"{'address1': '1165 EASTLAKE AVE E', 'city': 'SEATTLE', 'state': 'WA', 'postal_code': '98109'}","Adaptive Biotechnologies Corp is a company advancing the field of immune-driven medicine by harnessing the inherent biology of the adaptive immune system to transform the diagnosis and treatment of disease. Its clinical diagnostic product, clonoSEQ, is test authorized by the FDA for the detection and monitoring of minimal residual disease (MRD) in patients with multiple myeloma (MM), B cell acute lymphoblastic leukemia (ALL) and chronic lymphocytic leukemia (CLL) and is also available as a CLIA-validated laboratory developed test (LDT) for patients with other lymphoid cancers, including diffuse large B-cell lymphoma (DLBCL).",2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",ADPT,https://www.adaptivebiotech.com,709.0,2019-06-27,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/YWRhcHRpdmViaW90ZWNoLmNvbQ/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/YWRhcHRpdmViaW90ZWNoLmNvbQ/images/2024-06-01_icon.png'}",147370000.0,147368324.0,100.0,,,
448,FE,FirstEnergy Corp.,stocks,us,XNYS,CS,1,usd,1031296.0,BBG000BB6M98,BBG001S5R3N4,22088322195.36,330-761-7837,"{'address1': '76 SOUTH MAIN ST', 'city': 'AKRON', 'state': 'OH', 'postal_code': '44308-1890'}",FirstEnergy is an investor-owned holding company with 10 regulated distribution utilities across six mid-Atlantic and Midwestern states. FirstEnergy also owns and operates one of the nation's largest electric transmission systems.,4911.0,ELECTRIC SERVICES,FE,https://www.firstenergycorp.com,12042.0,1997-11-10,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/Zmlyc3RlbmVyZ3ljb3JwLmNvbQ/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/Zmlyc3RlbmVyZ3ljb3JwLmNvbQ/images/2024-06-01_icon.png'}",575520000.0,575516472.0,100.0,,,
449,CARG,"CarGurus, Inc. Class A Common Stock",stocks,us,XNAS,CS,1,usd,1494259.0,BBG00HQ77DS2,BBG00HQ77DT1,,617 354 0068,"{'address1': '55 CAMBRIDGE PARKWAY', 'address2': '6TH FLOOR', 'city': 'CAMBRIDGE', 'state': 'MA', 'postal_code': '02142'}",,7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,CARG,,,,,88190000.0,,100.0,,,
450,HIDE,Alpha Architect High Inflation and Deflation ETF,stocks,us,XNAS,ETF,1,usd,,BBG01BFJ8864,BBG01BFJ8917,,,,,,,HIDE,,,,,1050000.0,,100.0,,,
451,SAFT,Safety Insurance Group Inc,stocks,us,XNAS,CS,1,usd,1172052.0,BBG000BF73Y2,BBG001S78T90,,617-951-0600,"{'address1': '20 CUSTOM HOUSE STREET', 'city': 'BOSTON', 'state': 'MA', 'postal_code': '02110'}",,6331.0,"FIRE, MARINE & CASUALTY INSURANCE",SAFT,,,,,14840000.0,,100.0,,,
452,FTSD,Franklin Short Duration U.S. Government ETF,stocks,us,ARCX,ETF,1,usd,1551895.0,BBG005JV97M0,BBG005JV97N9,,,,,,,FTSD,,,,,1650000.0,,100.0,,,
453,RUN,Sunrun Inc,stocks,us,XNAS,CS,1,usd,1469367.0,BBG0025XVR85,BBG0025XVR94,,415-580-6900,"{'address1': '600 CALIFORNIA STREET, SUITE 1800', 'city': 'SAN FRANCISCO', 'state': 'CA', 'postal_code': '94108'}",,3690.0,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",RUN,,,,,221660000.0,,100.0,,,
454,ISD,"PGIM High Yield Bond Fund, Inc.",stocks,us,XNYS,FUND,1,usd,1534880.0,BBG002R1BH67,BBG002R1BH76,,,,,,,ISD,,,,,33259999.0,,100.0,,,
455,TIPX,SPDR Bloomberg 1-10 Year TIPS ETF,stocks,us,ARCX,ETF,1,usd,1064642.0,BBG004MKB3B1,BBG004MKB438,,,,,,,TIPX,,,2013-05-30,,73700000.0,,100.0,,,
456,RJF,"Raymond James Financial, Inc.",stocks,us,XNYS,CS,1,usd,720005.0,BBG000BS73J1,BBG001S5VQ03,25223509897.92,727-567-1000,"{'address1': '880 CARILLON PKWY', 'city': 'ST PETERSBURG', 'state': 'FL', 'postal_code': '33716'}","Raymond James Financial is a financial holding company whose major operations include wealth management, investment banking, asset management, and commercial banking. The company supports more than 8,000 employee and independent contractor financial advisors across the United States, Canada, and the United Kingdom with over $1.2 trillion of assets under administration as of September 2023. Approximately 90% of the company's revenue is from the U.S. and 70% is from the company's wealth-management segment.",6211.0,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",RJF,https://www.raymondjames.com,8761.0,1986-04-11,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/cmF5bW9uZGphbWVzLmNvbQ/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/cmF5bW9uZGphbWVzLmNvbQ/images/2024-06-01_icon.png'}",207280000.0,207276768.0,100.0,,,
457,PVAL,Putnam Focused Large Cap Value ETF,stocks,us,ARCX,ETF,1,usd,,BBG0115QXZK7,BBG0115QY0G8,,,,,,,PVAL,,,,,17930000.0,,100.0,,,
458,VIOO,Vanguard S&P Small-Cap 600 ETF,stocks,us,ARCX,ETF,1,usd,891190.0,BBG0015VYV43,BBG001TC6MR5,,,,,,,VIOO,,,,,26250000.0,,100.0,,,
459,SCYX,"SCYNEXIS, Inc.",stocks,us,XNAS,CS,1,usd,1178253.0,BBG002133YW4,BBG002133YY2,,201-884-5485,"{'address1': '1 EVERTRUST PLAZA', 'address2': '13TH FLOOR', 'city': 'JERSEY CITY', 'state': 'NJ', 'postal_code': '07302-6548'}",,2834.0,PHARMACEUTICAL PREPARATIONS,SCYX,,,,,37780000.0,,100.0,,,
460,RTH,VanEck Retail ETF,stocks,us,XNAS,ETF,1,usd,1137360.0,BBG000D8RYC0,BBG002D68GR4,,,,,,,RTH,,,2011-12-21,,1020000.0,,100.0,,,
461,OGEN,Oragenics Inc.,stocks,us,XASE,CS,1,usd,1174940.0,BBG000PTF8K2,BBG001SL28N5,,(813) 286-7900,"{'address1': '1990 MAIN STREET', 'address2': 'SUITE 750', 'city': 'SARASOTA', 'state': 'FL', 'postal_code': '34236'}",,2834.0,PHARMACEUTICAL PREPARATIONS,OGEN,,,,,4480000.0,,100.0,,,
462,PFTA,Perception Capital Corp. III Class A Ordinary Share,stocks,us,XNAS,CS,1,usd,1853580.0,,,,(952) 456-5300,"{'address1': '3109 W 50TH ST', 'address2': '#207', 'city': 'MINNEAPOLIS', 'state': 'MN', 'postal_code': '55410'}",,6770.0,BLANK CHECKS,PFTA,,,,,3910000.0,,100.0,,,
463,DB,Deutsche Bank Aktiengesellschaft,stocks,us,XNYS,CS,1,usd,1159508.0,,,30960184978.239998,,,"Deutsche Bank is a universal bank operating on a global scale. The bank offers corporate, retail, investment banking, private banking, and asset management to its clients.",,,DB,https://www.db.com,90130.0,2001-10-03,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/ZGIuY29t/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/ZGIuY29t/images/2024-06-01_icon.jpeg'}",1992050000.0,1974501593.0,100.0,,,
464,FLBR,Franklin FTSE Brazil ETF,stocks,us,ARCX,ETF,1,usd,1655589.0,BBG00J3M9VQ0,BBG00J3M9WL3,,,,,,,FLBR,,,,,9500000.0,,100.0,,,
465,RVTY,"Revvity, Inc.",stocks,us,XNYS,CS,1,usd,31791.0,BBG000FXW512,BBG001SBKS35,,781-663-5791,"{'address1': '940 WINTER STREET', 'city': 'WALTHAM', 'state': 'MA', 'postal_code': '02451'}",,3826.0,LABORATORY ANALYTICAL INSTRUMENTS,RVTY,,,,,123390000.0,,100.0,,,
466,OPGN,"OpGen, Inc",stocks,us,XNAS,CS,1,usd,1293818.0,BBG001J1CY88,BBG001V0FY01,,301-869-9683,"{'address1': '9717 KEY WEST AVENUE', 'address2': 'SUITE 100', 'city': 'ROCKVILLE', 'state': 'MD', 'postal_code': '20850'}",,8071.0,SERVICES-MEDICAL LABORATORIES,OPGN,,,,,1340000.0,,100.0,,,
467,CNF,"CNFinance Holdings Limited American Depositary Shares (""ADSs""), each representing twenty (20) Ordinary Shares",stocks,us,XNYS,ADRC,1,usd,1733868.0,BBG00LDV2BR4,BBG00LDV2BS3,,,,,,,CNF,,,,,1371640000.0,,100.0,,,
468,CAUD,"Collective Audience, Inc.. Common Stock",stocks,us,XNAS,CS,1,usd,1854583.0,BBG011VF2LN4,BBG011VF2MP0,,(808) 829-1057,"{'address1': '85 BROAD STREET 16-079', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10004'}",,8742.0,SERVICES-MANAGEMENT CONSULTING SERVICES,CAUD,,,,,13760000.0,,100.0,,,
469,WAB,Wabtec Inc.,stocks,us,XNYS,CS,1,usd,943452.0,BBG000BDD940,BBG001S5XBT3,,(412) 825-1000,"{'address1': '30 ISABELLA STREET', 'city': 'PITTSBURGH', 'state': 'PA', 'postal_code': '15212'}",,3743.0,RAILROAD EQUIPMENT,WAB,,,,,176390000.0,,100.0,,,
470,SONN,"Sonnet BioTherapeutics Holdings, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,1106838.0,BBG000BVZ4N6,BBG001SJ3JN5,,609-375-2227,"{'address1': '100 OVERLOOK CENTER', 'address2': 'SUITE 102', 'city': 'PRINCETON', 'state': 'NJ', 'postal_code': '08540'}",,2834.0,PHARMACEUTICAL PREPARATIONS,SONN,,,,,3110000.0,,100.0,,,
471,SNEX,StoneX Group Inc. Common Stock,stocks,us,XNAS,CS,1,usd,913760.0,BBG000BB1VJ2,BBG001S5RD07,,212-485-3500,"{'address1': '230 PARK AVE', 'address2': '10TH FLOOR', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10169'}",,6200.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",SNEX,,,,,31720000.0,,100.0,,,
472,ACTG,Acacia Research Corporation,stocks,us,XNAS,CS,1,usd,934549.0,BBG000KF9J02,BBG001SJLJT9,493108218.42999995,332-236-8500,"{'address1': '767 3RD AVENUE, 6TH FLOOR', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10017'}","Acacia Research Corp focuses on acquiring and managing companies across various industries, including industrial, energy, technology, and healthcare. It seeks to unlock value in businesses through strategic acquisitions, restructurings, and investments. The company operates three segments: Intellectual Property Operations, Industrial Operations, and Energy Operations. The Intellectual Property segment licenses and enforces patented technologies, while the Industrial segment designs and manufactures printers and consumable products for industrial printing applications. The Energy segment engages in oil and gas exploration, development, and production. The company generates the majority of its revenue from intellectual property operations, primarily in the United States.",6794.0,PATENT OWNERS & LESSORS,ACTG,https://www.acaciaresearch.com,170.0,2002-12-16,{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/YWNhY2lhcmVzZWFyY2guY29t/images/2024-06-01_logo.png'},99900000.0,100021951.0,100.0,,,
473,APG,APi Group Corporation,stocks,us,XNYS,CS,1,usd,1796209.0,BBG00HXKRGY9,BBG00HVV7984,10549077289.26,651-636-4320,"{'address1': 'C/O API GROUP, INC.', 'address2': '1100 OLD HIGHWAY 8 NW', 'city': 'NEW BRIGHTON', 'state': 'MN', 'postal_code': '55112'}","APi Group Corp operates in two segments: Safety Services segment includes providing safety services in North America, Asia Pacific, and Europe, focusing on end-to-end integrated occupancy systems (fire protection solutions, Heating, Ventilation, and Air Conditioning and entry systems), including design, installation, inspection, and service of these integrated systems. These services are provided in commercial, education, healthcare, high tech, industrial, and special-hazard settings. Specialty Services segment includes providing a variety of infrastructure services and specialized industrial plant services, which include maintenance and repair of critical infrastructure such as underground electric, gas, water, sewer, and telecommunications infrastructure.",7340.0,SERVICES-TO DWELLINGS & OTHER BUILDINGS,APG,https://www.apigroupinc.com,29000.0,2017-10-05,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/YXBpZ3JvdXBpbmMuY29t/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/YXBpZ3JvdXBpbmMuY29t/images/2024-06-01_icon.jpeg'}",274290000.0,274286981.0,100.0,,,
474,XELA,"Exela Technologies, Inc. Common Stock",stocks,us,XNAS,CS,1,usd,1620179.0,BBG008839HK8,BBG008839J97,,844-935-2832,"{'address1': '2701 EAST GRAUWYLER RD.', 'city': 'IRVING', 'state': 'TX', 'postal_code': '75061'}",,7389.0,"SERVICES-BUSINESS SERVICES, NEC",XELA,,,,,6370000.0,,100.0,,,
475,ITT,ITT Inc.,stocks,us,XNYS,CS,1,usd,216228.0,BBG00CVQZQ96,BBG00CVQZQB3,10576199956.789999,914.641.2000,"{'address1': '100 WASHINGTON BLVD', 'address2': '6TH FLOOR', 'city': 'STAMFORD', 'state': 'CT', 'postal_code': '06902'}","ITT Inc is a diversified manufacturer of engineered critical components and customized technology solutions predominantly for the transportation, industrial and energy markets. The company's products include, brake pads, shock absorbers, pumps, valves, connectors, switches and others. Its operating segments are; Motion Technologies (MT), Industrial Process (IP), and Connect & Control Technologies (CCT). The majority of the revenue is generated from the Motion Technologies segment which is a manufacturer of brake pads, shims, shock absorbers, energy absorption components and sealing technologies. Geographically, the company generates majority of the revenue from North America, and also has its presence in South America, Europe, Asia, Middle East and Africa.",3561.0,PUMPS & PUMPING EQUIPMENT,ITT,https://www.itt.com,10600.0,1995-12-15,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/aXR0LmNvbQ/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/aXR0LmNvbQ/images/2024-06-01_icon.jpeg'}",82300000.0,82260247.0,100.0,,,
476,IIGD,Invesco Investment Grade Defensive ETF,stocks,us,ARCX,ETF,1,usd,1657201.0,BBG00LG2GR86,BBG00LG2GS02,,,,,,,IIGD,,,,,1850000.0,,100.0,,,
477,VBTX,"Veritex Holdings, Inc.",stocks,us,XNAS,CS,1,usd,1501570.0,BBG000QG9SX8,BBG001T6ZGF2,,972-349-6200,"{'address1': '8214 WESTCHESTER DRIVE', 'address2': 'SUITE 800', 'city': 'DALLAS', 'state': 'TX', 'postal_code': '75225'}",,6022.0,STATE COMMERCIAL BANKS,VBTX,,,,,54530000.0,,100.0,,,
478,KLG,WK Kellogg Co,stocks,us,XNYS,CS,1,usd,1959348.0,BBG018CYVVW5,BBG018CYVVX4,,269-961-2000,"{'address1': 'ONE KELLOGG SQUARE', 'city': 'BATTLE CREEK', 'state': 'MI', 'postal_code': '49017'}",,2040.0,GRAIN MILL PRODUCTS,KLG,,,,,85880000.0,,100.0,,,
479,STXS,"Stereotaxis, Inc. Common Stock",stocks,us,XASE,CS,1,usd,1289340.0,BBG000PSJBC2,BBG001SKC124,144625675.25,314-678-6100,"{'address1': '710 N TUCKER BLVD', 'address2': 'STE 110', 'city': 'ST.LOUIS', 'state': 'MO', 'postal_code': '63101'}","Stereotaxis Inc is engaged in robotic technologies designed to enhance the treatment of arrhythmias and perform endovascular procedures. The company's mission is the discovery, development, and delivery of robotic systems, instruments, and information solutions for the interventional laboratory. These innovations help physicians provide patient care with robotic precision and safety, improved lab efficiency and productivity, and enhanced integration of procedural information. The company's revenue generation is derived from the streams of Systems; Disposables, Royalty; and Sublease, of which a majority of revenue is generated from the Disposables, service and accessories stream. The company generates the majority of revenue from the United States.",3845.0,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,STXS,https://www.stereotaxis.com,122.0,2004-08-12,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/c3RlcmVvdGF4aXMuY29t/images/2024-06-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/c3RlcmVvdGF4aXMuY29t/images/2024-06-01_icon.png'}",82640000.0,82643243.0,100.0,,,
480,KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",stocks,us,XNYS,FUND,1,usd,1293613.0,BBG000PW7V96,BBG001SLV0G8,,,,,,,KYN,,,,,169130000.0,,100.0,,,
481,RVSN,Rail Vision Ltd. Ordinary Share,stocks,us,XNAS,CS,1,usd,1743905.0,,,,,,,,,RVSN,,,,,16489999.0,,100.0,,,
482,STWD,"STARWOOD PROPERTY TRUST, INC.",stocks,us,XNYS,CS,1,usd,1465128.0,BBG000M1J270,BBG001T4JCN5,,(203) 422-7700,"{'address1': 'C/O STARWOOD CAPITAL GROUP', 'address2': '591 WEST PUTNAM AVENUE', 'city': 'GREENWICH', 'state': 'CT', 'postal_code': '06830'}",,6798.0,REAL ESTATE INVESTMENT TRUSTS,STWD,,,,,315960000.0,,100.0,,,
483,PINC,"Premier, Inc. Class A",stocks,us,XNAS,CS,1,usd,1577916.0,BBG000G7QX50,BBG001SJLD58,,704-357-0022,"{'address1': '13034 BALLANTYNE CORPORATE PLACE', 'city': 'CHARLOTTE', 'state': 'NC', 'postal_code': '28277'}",,8741.0,SERVICES-MANAGEMENT SERVICES,PINC,,,,,104820000.0,,100.0,,,
484,CNA,CNA Financial Corporation,stocks,us,XNYS,CS,1,usd,21175.0,BBG000BFYB47,BBG001S5PYX7,,(312) 822-5000,"{'address1': 'CNA', 'address2': '151 N. FRANKLIN', 'city': 'CHICAGO', 'state': 'IL', 'postal_code': '60606'}",,6331.0,"FIRE, MARINE & CASUALTY INSURANCE",CNA,,,,,271280000.0,,100.0,,,
485,ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,stocks,us,XNYS,FUND,1,usd,1340736.0,BBG000N8WJD5,BBG001SQK9P0,,,,,,,ETY,,,,,157330000.0,,100.0,,,
486,WDFC,Wd-40 Co,stocks,us,XNAS,CS,1,usd,105132.0,BBG000BWNV93,BBG001S5XD46,2963961711.8999996,(619) 275-1400,"{'address1': '9715 BUSINESSPARK AVENUE', 'city': 'SAN DIEGO', 'state': 'CA', 'postal_code': '92131'}","WD-40 Co manufactures and sells lubricants and cleaning products. The firm's product categories include maintenance and cleaning products. Maintenance products include the WD-40 signature brand aerosol spray lubricant as well as degreasers, rust removers, and bicycle maintenance products. Cleaning products include toilet cleaners, carpet stain removers and deodorizers, and heavy-duty hand soaps used to clean grease. The company organizes itself into three segments based on geography: Americas, Europe/Middle East/Africa, and Asia-Pacific. Around half of the company's revenue comes from the Americas segment, which includes the United States, Canada, and Latin America.",2890.0,MISCELLANEOUS CHEMICAL PRODUCTS,WDFC,https://www.wd40company.com,613.0,1973-05-03,"{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d2Q0MGNvbXBhbnkuY29t/images/2024-06-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d2Q0MGNvbXBhbnkuY29t/images/2024-06-01_icon.png'}",13550000.0,13552637.0,100.0,,,
487,PSMT,Pricesmart Inc,stocks,us,XNAS,CS,1,usd,1041803.0,BBG000BTKR92,BBG001SB78V3,,(858) 404-8800,"{'address1': '9740 SCRANTON ROAD', 'city': 'SAN DIEGO', 'state': 'CA', 'postal_code': '92121'}",,5331.0,RETAIL-VARIETY STORES,PSMT,,,,,30660000.0,,100.0,,,
488,BLFS,BioLife Solutions Inc.,stocks,us,XNAS,CS,1,usd,834365.0,BBG000HRJ8Q5,BBG001SFGWZ7,,(425) 401-1400,"{'address1': '3303 MONTE VILLA PARKWAY', 'address2': 'SUITE 310', 'city': 'BOTHELL', 'state': 'WA', 'postal_code': '98021'}",,3845.0,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,BLFS,,,,,46070000.0,,100.0,,,
